cov_type,eff_rank,is_sphere,is_hyperbolic,curvature,ptile,cutoff_ratio,d,RE
full-rank,10.000000000000002,0,1,-1,10.0,0.2939369465636555,10,2.998819093486128
full-rank,10.000000000000002,0,1,-1,15.0,0.3657350299791224,10,2.744188012431079
full-rank,10.000000000000002,0,1,-1,20.0,0.4301376771491549,10,2.5619382713342573
full-rank,10.000000000000002,0,1,-1,25.0,0.4906048336445515,10,2.419461303989928
full-rank,10.000000000000002,0,1,-1,30.0,0.5488097185702943,10,2.302787055480185
full-rank,10.000000000000002,0,1,-1,35.0,0.6064321960479647,10,2.2031526750875403
full-rank,10.000000000000002,0,1,-1,40.0,0.6637371639431391,10,2.1162943770144573
full-rank,10.000000000000002,0,1,-1,45.0,0.721935746534547,10,2.038427629940927
full-rank,10.000000000000002,0,1,-1,50.0,0.7814077915029317,10,1.9673804775307944
full-rank,10.000000000000002,0,1,-1,60.0,0.910287308834488,10,1.837919324159188
full-rank,10.000000000000002,0,1,-1,70.0,1.0597686468235148,10,1.7201044937838217
full-rank,10.000000000000002,0,1,-1,75.0,1.148169707168098,10,1.661872702317183
full-rank,10.000000000000002,0,1,-1,80.0,1.2515067192801523,10,1.6024861059301516
full-rank,10.000000000000002,0,1,-1,82.13,1.3014861770420478,10,1.5766542075863954
full-rank,10.000000000000002,0,1,-1,85.0,1.3768094197594742,10,1.541023639483845
full-rank,10.000000000000002,0,1,-1,90.0,1.5431140928929317,10,1.4728782185939755
full-rank,10.000000000000002,0,1,-1,95.0,1.8071085988590767,10,1.388842255709334
full-rank,10.000000000000002,0,1,-1,99.0,2.3607810678479004,10,1.2717419845075266
full-rank,10.000000000000002,0,1,-1,99.73,2.748708846443285,10,1.2179802888022375
full-rank,20.000000000000004,0,1,-1,5.0,0.2170131524951985,20,3.5746866018668304
full-rank,20.000000000000004,0,1,-1,10.0,0.3107762749510287,20,3.081474741859552
full-rank,20.000000000000004,0,1,-1,15.0,0.3857050007802207,20,2.8032385228235976
full-rank,20.000000000000004,0,1,-1,20.0,0.4520358378135105,20,2.6085480571096986
full-rank,20.000000000000004,0,1,-1,25.0,0.5139323503842484,20,2.457124277370499
full-rank,20.000000000000004,0,1,-1,30.0,0.5729703200675147,20,2.334167030050604
full-rank,20.000000000000004,0,1,-1,35.0,0.6308950238360369,20,2.229613044312713
full-rank,20.000000000000004,0,1,-1,40.0,0.6883415044594843,20,2.1380062349069666
full-rank,20.000000000000004,0,1,-1,45.0,0.7461497174173537,20,2.056520841906027
full-rank,20.000000000000004,0,1,-1,50.0,0.8056256419015929,20,1.9821058498351876
full-rank,20.000000000000004,0,1,-1,60.0,0.931432805625298,20,1.8492328274577483
full-rank,20.000000000000004,0,1,-1,70.0,1.0755775052541756,20,1.7284401564624696
